path,ground_truth,whisper,indic_wav2vec2,banglaTalk_wav2vec2,banglaTalk_wav2vec2_wer,banglaTalk_wav2vec2_cer,whisper_wer,whisper_cer,indic_wav2vec2_wer,indic_wav2vec2_cer
test_barishal_0001.wav,"অরে বিশটা টাহা দিছি, অর পোলারে বিশটা টাহা দিছি। পোলার বিশ টাহা খাইয়া অর বিশ টাহা নেতে অইছে। টাহা বাও আতে লইয়া, এমন ভাবে হিরি-মিরি দিয়া ডাইন আইদ্দা ধরছে অরে চাইপ্পা। এহন, ঠিকই তো করছে, ও ছাড়েই আর ও ছুইড্ডা যাওয়ার চেষ্টা করে পারে না, ঘোরতে ঘোরতে দোনোডা পড়ছে ঢ্যাফোড়াইয়া",কোলার বিশটা খাই অর বিষটা নিতে এসে তাহা বাওয়াতে লইয়া এমনভাবে হিড়মির দিয়ে ডাইনিতে দরজার সাইপে ও ছাড়াই নারও ছুটে যাওয়ার চেষ্টা করে পারে না ঘোর্তে ঘোরেতে দৌড়া পারছে দেখো রে,্টাদিসের  বৃষ্িপলার বষ্টিে খাই ও র বৃষ্টিততাহা বাওয়াতে লইয়া এমনপপু হিরিমিটি ডাইনিততে ধরসারে সাইদ পেয়েও ছাড়েই নারও ছুড্যে যাওয়ার চেষ্টাকারে পারেনা ঘরতে করতে তৌরুডা পাড়ছে,আর বিষ্টা টাহা দিছি এর পোলার বিষ্টা টাহা দিছি পোলার বিষ্টা খাইয়ে অর বিষ্টেহা নিতে অইছে তাহা বাওয়াতে লইয়া এমন পাপে হিরিমিরদি ডাইনির যে ধরছে আরে চাইরপো ে  ও স্যারে এই না রো ছুইড্ডে যাওয়ার চেষ্টা করে পারে না ঘোরতে করতে দৌড়োডা পরছে দ্যাফোর আইয়ে,0.82,0.3236363636363636,0.9,0.5381818181818182,0.96,0.5527272727272727
test_barishal_0002.wav,"গরম লাগে <> কী আছে? কই দেহি। ও পড়বে হোনেন না? ও দেইক্কা মনে অয় ই করছে। না এতে গরম লাগে তো, হাত <> দেয় নাই, ইদের সময় কিনছি না, কাইলগো ওই পোলায় হেই রাত্তিরে বাইর কইররা পড়াই দেছে <>",গরম লাগে ছুরি দিছে কি আছে না এতে গরম লাগে তো হাত চিকে নিয়ে যায় বাচ্চাদের ছুরি ফেলে না,ওইপহনাদায়িকেমানাইের এতে গরম লাগেত হতব্দেশবাটিভবে টানি কুা রাক,গরম লাগে চের দেছে কিছে ওহনে না দেইককা মনে হয় ইনা এতে ঘরর লাগে তো হাত্তেকো মিয়ে যায় গাচতাতে চুরি কলা দেয় না ঈদের সুবায় কেন দি যে কান পোলায় এই রাত্িরে বাইতেনে কলায় নিছে ক ও এতে,0.95,0.625,0.825,0.6684782608695652,0.95,0.7771739130434783
test_barishal_0003.wav,"দেখি না, চোখে দেখি না, চশমা ছাড়া, খালি দেখি বইসসা রইছে। ওয়া কার কতা কইলেন যে ওই মায়রে, গরু ঘরে ফ্যান দেছে, মায়রে দেয় না ফ্যান? ওই উত্তরবঙ্গে কাইলকে নেডে দেহাইছে। হেয়া দেহায় কত, নেডের কারবার, না নেডের কারবার না বাস্তব",দেখি না চোখে দেখি না চশমা ছাড়া খালি দেখি বৈশ্বের সাহেব ওয়াকার কথা কহিলেন যে ঐ মাইরে গরু করে ফ্যান দিছে মাইরে দেনা ফ্যান এই উত্তরবঙ্গে কালকে নেড়ে দেয়া হয়েছে না নেড়ের কারণে বাস্তব,ওয়াকা আর কথা করলেন যেবাইরে গরুগর ্রান্তিসে মাইরে দেনাপেই উত্তরবঙ্গে কালকে নিরে দোআতেহেকেকনানারের কারনে বাস্তব,দেখি না চোখে দেখি না চসমা ছাড়া খালি দেখি বইসাচোখ কি িকি  ওকাআর কতা কইলেন যে ওই মায়রে গরুর ঘরে ফ্যান দিছে মায়রে দেয় না ফ্যা এই উত্তরবঙ্গে কালকে নিয়ে এডে দেহাইছে  আদেহ কে কারবার  না নে ডার কাবে না বাস্তব,0.6341463414634146,0.26905829596412556,0.7073170731707317,0.3452914798206278,0.9512195121951219,0.6098654708520179
test_barishal_0004.wav,"বাস্তবেই তো, মিডিয়া গ্যাছে, হেইনের মেয়র গ্যাছে, নানান প্রশ্ন। হেয়া মনে করেন এক লোক চালাইলো হেইয়া দ্যাকলাম পাঁচ-ছয় জোনে। অনেক প্রশ্ন। পরে হ্যাষে মাফ চাইছে কয় আসলে আমার ভুল অইছে আমি মাফ চাই, আমি এরম কাম আর কোনোদিন করমু না। ওইরম কয়ই, হালারপো হালা, ওই যে দেকছি এক্কারে গায় না আড্ডি নাই, হয়, মানে মাংস নাই খালি আড্ডি",মিডিয়া গেছে হেলের মেয়র গেছে নানান প্রশ্ন হে মনে করেন এক লোক চালাইলেও হেয়া দেখলাম পাঁচ ছয় জনে অনেক প্রশ্ন পরে হেসে মাপ চাইছ কার আসলে আমার ভুল হইছে আমি মাপ চাই আমি এরম কামার কোনো দিন করব না ওই যে দেখি আকারে গায় না আর্দি নাই এখানে মাংস নাই খালি আর্দি,মিলিয়ে গেছে হেনের মেয়র গেছে নানান প্রশ্নও হে মনে করেন এক লোক চালাইলেও হয়ে দেখলাম পাঁ ছ়জনে অনেক প্রশ্ন পরা শেষে মাফ চাইছু কা আ  আি াা,বাস্তবে মিডিয়া গযাছে হেনের মেয়র গেছে নানান প্রশ্ন হে মনে করেন এক লোক চালাইলো হেয়ে দযখলাম পাঁচ ছয়জনের অনেক প্রশ্ন পরে হেসে মাফ চাইছে কাসলো আমার ভুলো হইছে আমি মাফ চাই আমি এরম কামার কোনোদিন করম কই ওই যেদে  রে গায় না আড্ডি নাই হ হয় মাংস নাই খালি হাড্ডি,0.6206896551724138,0.3,0.6896551724137931,0.33125,0.8620689655172413,0.621875
test_barishal_0005.wav,"এহেইনদিয়া বউর কতায় এহিনদা টানতে টানতে আমাগো দরজা ছাড়াইয়া নিছে আর পিডায় আর কান্দে, ""ওরে বাবারে আমারে এরম টানিছ না, আমার পার ছাল যায় আমি ব্যতা পাই"", হেইয়াও তো মিডিয়া মুডিয়া কত আইছে, বাস্তবের গটনাই কিন্তু ওইয়া দেহায়, শিখার জন্য কিন্তু কাজে দেয়া না",বোর কথা হিন্দে টানতে টানতে আমাকে দরজা ছাড়াইয়া নিছে আর পিঁড়া কান ধরে বাবারে আমার এরং টানিস না আমার পার্সাল ব্যথা পাই নাই অত মিডিয়া মুডিয়া কথা আছে বাস্তবের ঘটনাই কিন্তু হইয়া দেখায় শিক্ষার জন্য কিন্তু কাজে দেয় না,এেহেন দিয়ে বোর কতাহিনদের টানতে টান তামাগো দরজা সারাইয়া নিছে আর পিডায়ার কান্দর বাবারে আমার েরং টানিস নামার পার ালমিডিয়ে মুডিয়ে থারযে বাস্তবের ঘটনায় কিন্তু ওই়দেহায় শিক্ষার জন্য,এহেন্দিয়া বড় কতা এহেন্দে টান্স একটা আনছে আমাগো দরজা ছাড়া ইয়া নিছে আর পিডা আইয় ার কান দৌড়ে বাবারে আমারে এরম টানিস না আমার বার চান যাইম পতা ভাই হেইয়া ওতো মিডিামউডিয়া কতা অইছে বাস্তবের ঘটনায় কিন্তু ওইয়া দেহায় শিক্ষার জনল কিছু কাজে দেয়,0.8181818181818182,0.33203125,0.7045454545454546,0.33203125,0.7954545454545454,0.41796875
test_barishal_0006.wav,"<> হেরও ছয় পোলা তিন মাইয়া, সবাই বড় বড় প্রোফেশনে, ওই বাত পড়বে, শিক্ষিতরাই এই কাম বেশি করে, নাই বাত খাওয়া শ্যাষ, আমি দেকছি",হ্যারো ছয় পোলা তিন মাইয়া সবাই বড় বড় প্রভাতী দেয়ান শিক্ষিত রায়ে ইংল্যান্ড বেশি করে আমি দেখছি,হ্যারু ছয়পোলাতিন মাইয়া সবাই বড় বা করলেন শিক্ষিতরা এগিয়ে াসআমি দেখছি,ে হ্যারো ছয় পোলা তিন মাইয়া সবাই বড় ভাই পরবা সা লান শিক্ষিতরাএই কা ন  শি শযাষ আমি দেখছি,0.8333333333333334,0.49206349206349204,0.7916666666666666,0.5476190476190477,0.9166666666666666,0.5317460317460317
test_barishal_0007.wav,"আম্নে দ্যাকপেন, আফু বাত পড়বে, আমাগো মতো দিনমজুরির রিকশা আলারা, ব্যান আলারা, বদলা-কামলারা জীবনে মা-বাফ হালাইবে না, আইগগা যতি মাহেও হেই বিছনা পোলাপানে পরিস্কার করে, তমু হালাই দে না আর যত এই দুই-একটা বড় ধরনের গটনা দেহি, এয়া বড়লোকের বিত্রে অয়, মান-সন্মান, প্যাট্টিসে বাজে মা-বাফ পরিচয়ই দেতে আরে না",আমার মতো দিনমজুরি রিকশালারা ভ্যান্ডালরা বদলা কমলারা জীবনে মা বাপ ফালাইবেন আজ্ঞে যদি মাহেও হৈদিস নে পানি পরিষ্কার করে তম হালাইদেন আর এই যতই দুই একটা বড় ধরণের ঘটনা দেহে বড়লোকের ভিতরে হয় মান সম্মান তো একটি সেবা যে মা বাপ পরিচয় এদের তারে না,ব্যাকপ্রেন াক মতুন দিননি জুড়ি রিক শেলারা ভ্যান্ডালারা বদলাখানলেরা জীবনে মাবা ফেলাইবে না আইগগেজুতি মাহেওহই দিস্নে পোলা পানি পরিষ্কার করে তোমা হালাইবেন আর এই যতই দু একটা বড় ধরনের ঘটনাদেহী বড়লোকের ভিত্রে হয় মান সন্মান প্যাট টিচে পেতে না বা পরিচয় এই দেইতারেনা,আমনে ব্যাকপেন যাবু ভাতা আমাগে মতোন দিন নুজুরি রিকশাল্লারা ভ্যান্নালারা বদলা খামলে রা জীবনে মা বা ফালাইবে না আইগগে যদু মাহেও হেই বিচ নিয়ে পোলাপানে পরিষ্কার করে তোমু হালাই দে ন আর এই যত ওই দুই এট্টা বড় ধরনের ঘটনা দেহি বড় লোকের ভিত্রে হয় মান সনমান প্রযাক্টিসে বা যে মাবা পরিচয় হই দে পারে না,0.9387755102040817,0.2909698996655518,0.9591836734693877,0.40468227424749165,0.9387755102040817,0.36454849498327757
test_barishal_0008.wav,"এহন অরে ঢাকা দিছে ওই বুলেট কলেজে পড়তে ও বিশাল বড় ধরনের একটা ছাত্র অইছে। এহন চাকরি পাইবে, বাংলাদেশ সরকার চাকরী দিছে দুই লাক টাহা বেতন। বিয়া করলো পটুয়াখালীর এক রূপোসী মাইয়া। কইবে ওই ফকিন্নিগো পরিচয়ই দিবি না, অর বাফে তো যাইবে একটা শার্ট গায় দিয়া",আহানার অরে ডাকাতিছে বুলেট কলেজে পড়তে ও বিশাল বড় ধরণের একটা ছাত্র হইছে চাকরি পেবে বাংলাদেশ সরকার চাকরি দিছে দুই লাখ টাকা বেতন বিয়ে করল পটুয়াখালীর এক রূপসী মাইয়া কই কই খুন্নি গো পরিচয় দিবিন ওর বাপে তো যাইবে একটা সাটগায় দিয়া,নর অরে ঢাকা দিছে বুলেট কলেজে পড়তে ও বিশল বড় ধরনের একটা ছাত্র হয়েছে চাকরি পেবে বাংলাদেশ সরকার চাকরি দিয়্ছে দুই লেখটা বেতন বিয়ে কালো ফটু খালির এক রুপু সীমাইয়া কইবৈ খুননিগো পরিচয় দেবেন র বাপে তো যাইবে এটটাশাআট গায় দিয়া,এহন অর অরে ঢাকা দিছে ওই ভুলেট কলেজে পরথে ও বিশাল বড় ধরনের এট্টা ছাত্র অইছে এহন চাকরি পবো বাংলাদেশ সরকারে চাকরি দিছে দুই লাখ টাহা বেতন বিয়ে করলো ফোটো খালির এক রুপো সীমাইয়া কইবই ফোকুননি গো পরিচয় দিবিন ওার বাপে তো যাইবে এট্টা শাটগায় দিয়া,0.6086956521739131,0.244,0.6521739130434783,0.244,0.5652173913043478,0.24
test_barishal_0009.wav,"পায় এট্টু চডি পিইন্দ্যা, এয়া পরিচয় দেলে, বউর প্যাট্টিসে থাকে না, হ্যাষে কী করবে উনি ওনার বাবারেই চেনবে না। না, এইরম অয়, বিয়া করলে করবি নোয়াখাইল্লা, হাইতান্নো। হাইতান্নো, ক্যা <> বাড়ি একজোনে করছে না, হেয়ারপর বোলে বাড়িই আয় নাই",পায়ের টু সরিপিন্দা পরিচয় দিলে বোর প্যাট্রিসে থাকে না হাসি কি করবে উনি ওনার বাবার রেইসেন্দ্র না এইরম হয়,পায়টু সডি সডি ফিন্ডা পরিচয় দিলেই বোর প্যাটটিসে থাকে নাহাসে কি করবে উনিওনার বাবা রইেছেনে না এরময়,পায় এট্টু ছোডি ছোডি ফিনডা হেযয় পরিচয় দিলে বড় পাকটিসে থাকে না হ্যাসে কি করবে উনি উনার বাবার এই চেনবে না া এইরম হয় বিয়া কলে খবি লোয়া খাইল্লা খাইতাম নো হাইতাম নো আরদিন কছেনে হ্যা বাবাড়িয়ে,0.8974358974358975,0.42735042735042733,0.8717948717948718,0.6495726495726496,0.9230769230769231,0.6581196581196581
test_barishal_0010.wav,"নোয়াখালী? নোয়াখালী? ওই এর, মনাইর বড় পোলা। এ আর অরা যে কী কয়, হাইতান্নো, হুইতান্নো, আস আয়, মানে আসতে আসতে মইররা যাওয়া লাগে আমাগো লগে একটা পোলা আছিলো, নাম অইলো আরিফ, বইয়া খাও, বইয়া খাও, হের জ্বর আইলে যে চিকরা-চিকরি শুরু করতো",হে হে অরারা যে কী কয় হাস আস্তে আস্তে মরি যাওয়া লাগে আঙুলেক একটা ফোলা ছিল নাম হইল আরিফ হ্যাঁ জরাইলে যে শিকড়ে শিখিল শুরু করত,এররাজে কিকয়সাহেব মারে আস তাস্তে মরিজবলা গাঙ্গোলাক একটা ফোলা আছিল নাউইলো আরিফ জরাইলে দেচিক্রেচিকরি শুরু করত,না কতে মনায়েফোলা এ অর হরা যে কি কয় হাইতান না হুই তা আসাহ মানে আস্তে আসতে মরি জ্বার লাগে আঙ্গো লা্গা এট্টা ফোলা আছিল নাম অইলো আরিফ ক কয়া খাও বইয়া খাও হ্যা জ্বর ইলে যে চিকরে চিকরি শুরু করতো,0.8095238095238095,0.3869565217391304,0.8571428571428571,0.6,0.9285714285714286,0.6521739130434783
